選択,基準日,方向,銘柄,エントリー時刻,クローズ時刻,保有時間,開始時,跨ぎフラグ,勝率_30日,勝率_90日,勝率_365日,勝率_平均,勝率重視ポイント,利益効率ポイント,時間効率ポイント,最大利益ポイント,勝率重視ポイントUS,利益効率ポイントUS,時間効率ポイントUS,最大利益ポイントUS,合計変動pips_30日,合計変動pips_90日,合計変動pips_365日,合計変動pips_平均,勝率重視スコア,利益効率スコア,時間効率スコア,最大利益スコア,変動値σ_pips_30日,変動値σ_pips_90日,変動値σ_pips_365日,変動値σ_pips_平均,平均スプレッドpips_30日,平均スプレッドpips_90日,平均スプレッドpips_365日,平均スプレッドpips_平均
FALSE,2025-06-22,Long,EURJPY,17:40:00,18:05:00,25,17,1,66.67%,60.00%,54.65%,60.44%,,,,,,,,,49.0,43.0,252.6,114.9,78.07,16.69,4.84,17.19,7.84,11.82,15.15,11.60,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:40:00,18:06:00,26,17,1,66.67%,63.08%,51.55%,60.43%,,,,,,,,,55.0,39.4,-69.1,8.4,78.06,8.56,2.94,10.86,9.07,13.70,18.43,13.73,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,17:40:00,17:59:00,19,17,0,61.90%,63.08%,55.81%,60.27%,,,,,,,,,1.0,47.2,404.1,150.8,77.84,15.34,3.83,10.35,7.20,10.12,12.74,10.02,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:40:00,18:10:00,30,17,1,66.67%,61.54%,51.94%,60.05%,,,,,,,,,24.6,100.2,165.8,96.9,77.56,18.68,5.01,21.35,7.72,9.60,8.99,8.77,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,17:40:00,18:07:00,27,17,1,66.67%,58.46%,51.94%,59.02%,,,,,,,,,21.4,80.0,110.0,70.5,76.24,15.19,4.42,16.97,7.37,9.07,8.30,8.25,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,17:41:00,18:11:00,30,17,1,66.67%,63.08%,56.20%,61.98%,,,,,,,,,40.3,58.9,141.9,80.4,80.06,16.94,5.03,21.44,7.28,10.38,9.57,9.08,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:41:00,18:02:00,21,17,1,71.43%,56.92%,57.36%,61.91%,,,,,,,,,34.5,-12.1,310.0,110.8,79.96,12.89,3.85,11.49,7.88,11.00,13.95,10.94,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:41:00,18:10:00,29,17,1,66.67%,61.54%,54.26%,60.82%,,,,,,,,,33.6,84.4,143.7,87.2,78.56,18.21,5.32,21.92,7.32,9.95,8.91,8.73,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:41:00,18:04:00,23,17,1,71.43%,56.92%,53.88%,60.74%,,,,,,,,,34.0,-12.6,253.3,91.6,78.46,11.52,3.18,10.4,7.40,11.22,14.22,10.95,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:41:00,18:00:00,19,17,1,61.90%,61.54%,58.14%,60.53%,,,,,,,,,4.7,-10.3,401.6,132.0,78.18,11.93,2.68,7.23,7.31,9.86,12.59,9.92,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,GBPJPY,17:41:00,18:07:00,26,17,1,66.67%,63.08%,50.39%,60.04%,,,,,,,,,60.9,29.4,39.4,43.2,77.56,10.16,3.47,12.84,10.04,13.76,17.97,13.92,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,17:41:00,18:01:00,20,17,1,66.67%,56.92%,55.81%,59.80%,,,,,,,,,20.5,-29.6,275.2,88.7,77.25,9.09,2.43,6.91,7.47,10.95,13.39,10.60,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:41:00,18:06:00,25,17,1,66.67%,61.54%,50.39%,59.53%,,,,,,,,,51.9,7.4,-46.5,4.3,76.9,7.26,2.48,8.8,8.54,12.92,17.54,13.00,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,17:41:00,18:05:00,24,17,1,66.67%,56.92%,53.88%,59.16%,,,,,,,,,46.5,-6.7,237.1,92.3,76.41,13.42,3.83,13.08,7.46,11.33,14.62,11.13,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,NZDJPY,17:42:00,18:11:00,29,17,1,76.19%,63.08%,49.61%,62.96%,,,,,,,,,48.5,42.2,9.0,33.2,81.33,15.71,6.08,25.07,5.48,8.47,8.61,7.52,0.7,0.7,0.7,0.7
FALSE,2025-06-22,Long,EURUSD,17:42:00,18:12:00,30,17,1,66.67%,64.62%,55.81%,62.37%,,,,,,,,,35.0,87.9,116.0,79.6,80.56,16.36,5.16,21.99,7.21,10.83,10.52,9.52,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:42:00,18:00:00,18,17,1,66.67%,60.00%,57.75%,61.47%,,,,,,,,,12.3,24.0,463.0,166.4,79.4,17.68,4.74,12.13,6.99,9.54,12.68,9.73,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,EURJPY,17:42:00,18:02:00,20,17,1,66.67%,60.00%,56.59%,61.09%,,,,,,,,,42.1,22.2,371.4,145.2,78.9,17.7,5.76,16.39,8.11,10.78,14.21,11.03,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:42:00,18:11:00,29,17,1,61.90%,63.08%,55.04%,60.01%,,,,,,,,,32.2,90.9,152.0,91.7,77.51,17.71,5.43,22.4,7.48,10.75,9.63,9.29,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,AUDJPY,17:42:00,18:06:00,24,17,1,71.43%,60.00%,48.06%,59.83%,,,,,,,,,51.4,-1.7,55.8,35.2,77.28,16.42,5.84,19.92,4.57,8.75,9.36,7.56,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,NZDJPY,17:42:00,17:57:00,15,17,0,76.19%,55.38%,47.67%,59.75%,,,,,,,,,29.9,0.0,0.0,10.0,77.18,9.6,5.64,12.04,4.19,6.13,6.07,5.46,0.7,0.7,0.7,0.7
FALSE,2025-06-22,Long,EURJPY,17:42:00,17:57:00,15,17,0,61.90%,61.54%,55.04%,59.49%,,,,,,,,,11.1,48.7,319.7,126.5,76.85,16.31,5.21,11.12,6.71,8.89,11.71,9.10,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:42:00,18:12:00,30,17,1,61.90%,61.54%,54.65%,59.36%,,,,,,,,,79.5,70.6,149.3,99.8,76.68,19.6,5.54,23.64,7.87,13.97,18.70,13.51,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:43:00,18:13:00,30,17,1,71.43%,63.08%,55.81%,63.44%,,,,,,,,,65.6,84.9,257.5,136.0,81.95,21.87,5.53,23.59,7.11,13.51,17.51,12.71,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,NZDJPY,17:43:00,18:00:00,17,17,1,76.19%,56.92%,52.71%,61.94%,,,,,,,,,20.5,11.4,136.3,56.1,80.01,15.9,5.8,14.02,4.07,6.46,6.37,5.63,0.7,0.7,0.7,0.7
FALSE,2025-06-22,Long,EURJPY,17:43:00,18:00:00,17,17,1,61.90%,64.62%,58.91%,61.81%,,,,,,,,,7.9,42.4,476.6,175.6,79.84,20.15,5.25,12.69,6.58,8.83,11.74,9.05,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,EURUSD,17:43:00,18:11:00,28,17,1,66.67%,63.08%,54.65%,61.46%,,,,,,,,,35.2,78.6,115.7,76.5,79.39,15.68,5.32,21.16,7.57,11.24,9.66,9.49,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,AUDJPY,17:43:00,18:06:00,23,17,1,71.43%,58.46%,49.61%,59.83%,,,,,,,,,44.7,10.1,66.2,40.3,77.29,16.34,5.92,19.36,4.53,8.79,8.99,7.44,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,NZDJPY,17:43:00,18:12:00,29,17,1,71.43%,58.46%,49.22%,59.70%,,,,,,,,,46.9,47.0,-15.0,26.3,77.12,14.8,5.9,24.34,5.27,9.47,8.77,7.84,0.7,0.7,0.7,0.7
FALSE,2025-06-22,Long,EURJPY,17:43:00,18:01:00,18,17,1,61.90%,60.00%,56.59%,59.50%,,,,,,,,,23.7,23.1,350.2,132.3,76.85,16.14,4.83,12.37,7.18,9.76,12.66,9.87,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,CHFJPY,17:43:00,18:11:00,28,17,1,66.67%,58.46%,52.71%,59.28%,,,,,,,,,28.5,206.8,307.7,181.0,76.57,22.84,5.99,23.86,10.84,14.12,13.52,12.82,0.8,0.8,0.8,0.8
FALSE,2025-06-22,Long,EURUSD,17:43:00,18:12:00,29,17,1,61.90%,61.54%,53.88%,59.11%,,,,,,,,,38.0,75.6,79.7,64.4,76.35,14.42,5.03,20.75,7.34,11.36,10.52,9.74,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,17:43:00,18:13:00,30,17,1,61.90%,60.00%,55.04%,58.98%,,,,,,,,,47.7,104.6,129.1,93.8,76.19,19,6.49,27.66,7.87,11.53,10.53,9.98,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:43:00,18:08:00,25,17,1,61.90%,60.00%,55.04%,58.98%,,,,,,,,,69.0,79.9,311.8,153.6,76.19,25.12,6.97,24.76,7.20,11.37,14.79,11.12,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:43:00,18:00:00,17,17,1,61.90%,61.54%,53.49%,58.98%,,,,,,,,,21.5,57.5,403.1,160.7,76.18,18.7,5.35,12.94,7.75,10.39,13.61,10.58,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURUSD,17:44:00,18:14:00,30,17,1,71.43%,64.62%,57.75%,64.60%,,,,,,,,,54.5,118.6,126.6,99.9,83.44,20.68,7.24,30.89,8.19,11.14,10.67,10.00,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:44:00,18:00:00,16,17,1,66.67%,63.08%,55.43%,61.72%,,,,,,,,,2.0,8.1,396.9,135.7,79.73,13.68,3.42,7.79,6.11,9.27,11.68,9.02,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,EURJPY,17:44:00,17:58:00,14,17,0,61.90%,64.62%,57.36%,61.29%,,,,,,,,,3.2,69.7,408.2,160.4,79.17,20.57,6.25,12.44,5.94,8.48,11.01,8.47,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:44:00,18:02:00,18,17,1,66.67%,58.46%,57.75%,60.96%,,,,,,,,,31.8,6.3,305.3,114.5,78.74,14.23,4.71,12.04,7.49,10.36,13.29,10.38,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:44:00,18:01:00,17,17,1,66.67%,61.54%,53.88%,60.69%,,,,,,,,,25.7,-19.3,128.0,44.8,78.4,6.11,2.18,5.27,8.12,11.33,14.74,11.40,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURUSD,17:44:00,18:11:00,27,17,1,61.90%,64.62%,54.65%,60.39%,,,,,,,,,29.4,75.0,104.0,69.5,78.01,14.2,4.89,18.76,7.54,10.93,9.49,9.32,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:44:00,18:12:00,28,17,1,66.67%,61.54%,52.71%,60.31%,,,,,,,,,69.2,54.7,83.2,69.0,77.9,16.93,4.85,19.3,7.18,14.04,17.89,13.04,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:44:00,18:12:00,28,17,1,61.90%,63.08%,55.81%,60.27%,,,,,,,,,32.2,72.0,68.0,57.4,77.84,12.78,4.61,18.35,7.40,11.20,10.42,9.68,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,CHFJPY,17:44:00,18:11:00,27,17,1,66.67%,61.54%,51.55%,59.92%,,,,,,,,,17.5,168.7,223.1,136.4,77.4,17.26,4.68,17.95,10.48,14.27,13.42,12.72,0.8,0.8,0.8,0.8
FALSE,2025-06-22,Long,EURJPY,17:44:00,18:06:00,22,17,1,66.67%,56.92%,55.04%,59.54%,,,,,,,,,54.2,19.9,204.9,93.0,76.91,17.57,5.07,15.85,6.29,10.58,14.36,10.41,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:44:00,18:13:00,29,17,1,61.90%,60.00%,55.81%,59.24%,,,,,,,,,59.7,50.6,177.8,96.0,76.52,17.36,4.53,18.69,6.96,14.05,17.57,12.86,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,CHFJPY,17:44:00,18:10:00,26,17,1,61.90%,61.54%,54.26%,59.24%,,,,,,,,,7.9,141.1,225.8,124.9,76.51,14.88,3.88,14.34,10.57,14.30,12.98,12.62,0.8,0.8,0.8,0.8
FALSE,2025-06-22,Long,CHFJPY,17:44:00,18:12:00,28,17,1,61.90%,63.08%,51.94%,58.97%,,,,,,,,,21.0,141.6,198.9,120.5,76.18,15.02,4.14,16.48,10.36,15.07,13.93,13.12,0.8,0.8,0.8,0.8
FALSE,2025-06-22,Long,GBPJPY,17:45:00,18:08:00,23,17,1,71.43%,64.62%,51.94%,62.66%,,,,,,,,,60.7,46.4,-11.5,31.9,80.94,12.67,3.97,12.99,7.60,12.55,16.65,12.27,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURUSD,17:45:00,17:52:00,7,17,0,66.67%,69.23%,51.16%,62.35%,61,,,66,,,,,-6.4,108.2,56.9,52.9,80.54,14.84,10.05,10,3.98,6.36,4.56,4.96,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,17:45:00,18:15:00,30,17,1,66.67%,63.08%,56.59%,62.11%,,,,,,,,,46.9,124.4,100.4,90.6,80.23,18.52,6.68,28.49,8.43,10.89,11.89,10.40,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,17:45:00,18:14:00,29,17,1,66.67%,61.54%,56.98%,61.73%,,,,,,,,,48.6,121.2,116.8,95.5,79.73,19.72,7.06,29.11,8.04,11.15,10.54,9.91,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:45:00,17:58:00,13,17,0,61.90%,63.08%,58.53%,61.17%,,,,,,,,,0.2,71.6,362.8,144.9,79.01,20.25,6.05,11.18,5.33,7.82,10.06,7.74,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:45:00,18:01:00,16,17,1,66.67%,61.54%,54.26%,60.82%,,,,,,,,,26.4,-19.9,86.1,30.9,78.56,5.41,2.05,4.67,7.48,10.21,13.61,10.43,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURUSD,17:45:00,18:11:00,26,17,1,61.90%,64.62%,54.26%,60.26%,,,,,,,,,23.5,77.6,94.2,65.1,77.84,13.05,4.59,16.98,7.44,10.94,9.34,9.24,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,17:45:00,17:58:00,13,17,0,61.90%,66.15%,51.16%,59.74%,,,,,,,,,-12.1,81.2,22.5,30.5,77.17,8.07,2.68,4.95,6.41,6.62,5.58,6.21,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,GBPUSD,17:45:00,18:14:00,29,17,1,66.67%,61.54%,50.78%,59.66%,,,,,,,,,14.9,82.9,-134.8,-12.3,77.06,4.15,1.85,7.62,6.14,10.24,10.38,8.92,1.0,1.0,1.0,1.0
FALSE,2025-06-22,Short,USDJPY,17:45:00,17:54:00,9,17,0,66.67%,61.54%,49.22%,59.14%,,,,,76,68,77,,4.6,98.6,6.1,36.4,76.4,11.71,6.85,8.77,5.89,7.07,7.70,6.88,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,EURUSD,17:46:00,18:14:00,28,17,1,76.19%,64.62%,58.53%,66.44%,,,,,,,,,48.8,111.8,116.5,92.4,85.83,19.82,7.09,28.2,7.59,10.89,10.32,9.60,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:46:00,17:58:00,12,17,0,71.43%,66.15%,55.81%,64.47%,,,,,,,,,7.8,88.5,370.3,155.5,83.27,24.92,8.22,14.02,5.61,7.83,9.34,7.60,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:46:00,18:01:00,15,17,1,66.67%,64.62%,56.59%,62.62%,,,,,,,,,32.8,18.4,144.3,65.2,80.89,10.81,4.14,8.84,8.12,10.24,12.46,10.27,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURUSD,17:46:00,18:15:00,29,17,1,66.67%,63.08%,57.36%,62.37%,,,,,,,,,47.1,115.0,100.1,87.4,80.56,18.45,6.69,27.59,8.06,10.65,11.67,10.13,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,17:46:00,17:52:00,6,17,0,66.67%,69.23%,51.16%,62.35%,,78,94,,,,,,-6.2,98.8,56.6,49.7,80.54,15.4,10.67,9.1,3.72,5.68,4.10,4.50,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:46:00,18:01:00,15,17,1,66.67%,61.54%,56.59%,61.60%,,,,,,,,,22.4,7.6,232.6,87.5,79.57,13.13,4.24,9.03,6.11,9.67,10.87,8.88,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,NZDJPY,17:46:00,18:15:00,29,17,1,76.19%,58.46%,49.61%,61.42%,,,,,,,,,37.1,24.2,1.4,20.9,79.34,11.52,4.4,18.12,5.27,8.84,8.36,7.49,0.7,0.7,0.7,0.7
FALSE,2025-06-22,Long,EURUSD,17:46:00,18:16:00,30,17,1,66.67%,60.00%,55.04%,60.57%,,,,,,,,,40.9,95.8,95.1,77.3,78.24,16.21,5.56,23.73,7.98,10.66,11.04,9.89,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,GBPUSD,17:46:00,18:12:00,26,17,1,66.67%,63.08%,51.94%,60.56%,,,,,,,,,7.0,56.3,-138.3,-25.0,78.23,1.09,0.91,3.35,4.76,9.48,10.09,8.11,1.0,1.0,1.0,1.0
FALSE,2025-06-22,Long,GBPUSD,17:46:00,18:14:00,28,17,1,66.67%,63.08%,51.16%,60.30%,,,,,,,,,15.7,87.0,-98.4,1.4,77.89,6.52,2.24,8.92,5.61,9.57,10.07,8.41,1.0,1.0,1.0,1.0
FALSE,2025-06-22,Long,USDJPY,17:46:00,18:02:00,16,17,1,66.67%,56.92%,56.98%,60.19%,,,,,,,,,51.5,6.7,256.7,105.0,77.75,20.37,7.7,17.51,7.73,8.44,8.55,8.24,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,NZDJPY,17:46:00,18:16:00,30,17,1,71.43%,58.46%,50.39%,60.09%,,,,,,,,,44.7,26.4,33.1,34.7,77.62,13.75,5.22,22.25,5.80,9.08,8.52,7.80,0.7,0.7,0.7,0.7
FALSE,2025-06-22,Long,CHFJPY,17:46:00,18:16:00,30,17,1,66.67%,58.46%,54.65%,59.93%,,,,,,,,,45.3,192.2,342.2,193.2,77.41,23.42,6.27,26.75,12.26,14.75,14.34,13.78,0.8,0.8,0.8,0.8
FALSE,2025-06-22,Long,GBPJPY,17:46:00,18:02:00,16,17,1,61.90%,61.54%,55.43%,59.62%,,,,,,,,,61.4,69.7,243.0,124.7,77.02,20.7,7.98,18.15,8.82,10.34,13.19,10.78,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,17:46:00,18:12:00,26,17,1,61.90%,63.08%,53.88%,59.62%,,,,,,,,,73.8,73.5,45.3,64.2,77.01,18.59,5.65,20.87,6.97,13.48,16.78,12.41,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:46:00,18:02:00,16,17,1,61.90%,60.00%,56.59%,59.50%,,,,,,,,,36.4,25.1,267.4,109.6,76.85,17.2,5.99,13.62,6.83,9.84,11.44,9.37,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:46:00,18:14:00,28,17,1,61.90%,61.54%,54.65%,59.36%,,,,,,,,,64.9,68.3,176.9,103.4,76.68,20.08,5.27,20.98,6.64,13.68,17.06,12.46,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,AUDJPY,17:46:00,18:06:00,20,17,1,71.43%,56.92%,48.84%,59.06%,,,,,,,,,51.2,20.1,40.2,37.2,76.29,17.64,7.8,22.18,4.77,7.99,7.84,6.87,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,NZDJPY,17:46:00,18:00:00,14,17,1,71.43%,53.85%,51.55%,58.94%,,,,,,,,,20.3,21.4,111.2,51.0,76.13,17.38,7.27,14.48,3.98,5.65,5.32,4.98,0.7,0.7,0.7,0.7
FALSE,2025-06-22,Long,EURUSD,17:47:00,18:14:00,27,17,1,71.43%,61.54%,57.75%,63.57%,,,,,,,,,51.6,67.6,72.6,63.9,82.12,16.05,6.14,23.58,7.28,11.25,10.15,9.56,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,NZDJPY,17:47:00,18:16:00,29,17,1,76.19%,60.00%,52.71%,62.97%,,,,,,,,,42.9,27.4,54.8,41.7,81.34,14.51,5.41,22.31,5.62,9.52,8.54,7.89,0.7,0.7,0.7,0.7
FALSE,2025-06-22,Long,EURJPY,17:47:00,17:58:00,11,17,0,66.67%,64.62%,56.98%,62.75%,,,,,,,,,15.5,73.9,388.5,159.3,81.06,26.86,9.53,14.9,5.84,7.57,8.92,7.45,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:47:00,18:00:00,13,17,1,66.67%,63.08%,58.14%,62.63%,,,,,,,,,14.3,12.3,377.2,134.6,80.9,18.78,5.54,10.25,5.87,8.75,9.59,8.07,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,NZDJPY,17:47:00,18:15:00,28,17,1,76.19%,60.00%,51.55%,62.58%,,,,,,,,,35.3,25.2,23.1,27.9,80.83,12.24,4.57,18.17,5.11,9.24,8.37,7.57,0.7,0.7,0.7,0.7
FALSE,2025-06-22,Long,AUDJPY,17:47:00,18:06:00,19,17,1,76.19%,58.46%,50.00%,61.55%,,,,,,,,,50.5,30.0,77.8,52.8,79.5,20.59,8.92,24.1,4.57,8.22,7.76,6.85,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,GBPUSD,17:47:00,18:12:00,25,17,1,71.43%,61.54%,51.55%,61.51%,,,,,,,,,8.8,8.6,-196.6,-59.7,79.45,-4.27,-0.4,-1.41,4.50,9.69,9.81,8.00,1.0,1.0,1.0,1.0
FALSE,2025-06-22,Long,EURJPY,17:47:00,18:02:00,15,17,1,66.67%,60.00%,57.36%,61.34%,,,,,,,,,44.1,10.5,285.6,113.4,79.24,17.77,6.8,14.5,7.24,10.07,11.29,9.54,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:47:00,18:12:00,25,17,1,66.67%,63.08%,53.88%,61.21%,,,,,,,,,81.5,58.9,63.5,68.0,79.06,18.83,6.12,21.76,7.27,14.34,16.52,12.71,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:47:00,18:15:00,28,17,1,66.67%,60.00%,56.20%,60.96%,,,,,,,,,49.9,70.8,56.2,59.0,78.74,14.68,5.77,22.96,7.74,11.02,11.48,10.08,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,NZDJPY,17:47:00,18:14:00,27,17,1,71.43%,58.46%,52.33%,60.74%,,,,,,,,,37.0,37.7,26.8,33.8,78.46,13.99,5.36,20.56,5.08,8.98,8.06,7.38,0.7,0.7,0.7,0.7
FALSE,2025-06-22,Long,USDJPY,17:47:00,18:01:00,14,17,1,66.67%,55.38%,59.30%,60.45%,,,,,,,,,41.7,18.9,315.0,125.2,78.08,24.34,8.63,17.17,6.47,7.95,8.20,7.54,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,EURJPY,17:47:00,18:13:00,26,17,1,66.67%,61.54%,53.10%,60.44%,,,,,,,,,72.0,54.8,158.1,95.0,78.06,19.13,5.72,21.15,7.25,14.38,16.18,12.60,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:47:00,18:16:00,29,17,1,66.67%,58.46%,55.04%,60.06%,,,,,,,,,43.7,51.6,51.2,48.8,77.57,12.39,4.63,19.1,7.65,11.00,10.86,9.84,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:47:00,17:57:00,10,17,0,61.90%,61.54%,56.59%,60.01%,,,,,,,,,13.1,37.0,233.9,94.7,77.52,16.04,6.5,9.24,6.49,7.71,8.79,7.67,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:47:00,18:02:00,15,17,1,61.90%,61.54%,56.20%,59.88%,,,,,,,,,69.6,64.1,259.3,131.0,77.35,22.11,9.14,19.48,8.76,10.43,12.96,10.71,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,NZDJPY,17:47:00,18:17:00,30,17,1,66.67%,60.00%,52.71%,59.79%,,,,,,,,,49.1,15.7,45.5,36.8,77.23,14.89,5.37,22.91,5.46,9.67,8.71,7.95,0.7,0.7,0.7,0.7
FALSE,2025-06-22,Long,EURUSD,17:47:00,18:11:00,24,17,1,66.67%,58.46%,53.88%,59.67%,,,,,,,,,26.5,24.0,50.0,33.5,77.07,8.84,3.35,11.45,6.61,11.13,9.06,8.93,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:47:00,18:01:00,14,17,1,61.90%,58.46%,58.53%,59.63%,,,,,,,,,30.1,-7.0,250.8,91.3,77.03,13.94,4.98,9.92,6.54,10.11,10.76,9.14,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,NZDJPY,17:47:00,18:12:00,25,17,1,71.43%,58.46%,48.84%,59.58%,,,,,,,,,44.9,58.0,-18.4,28.2,76.95,14.99,6.99,24.85,5.29,9.28,8.06,7.54,0.7,0.7,0.7,0.7
FALSE,2025-06-22,Long,EURUSD,17:47:00,18:12:00,25,17,1,66.67%,56.92%,54.65%,59.41%,,,,,,,,,29.3,21.0,14.0,21.4,76.74,7.64,3.11,11.04,6.57,11.32,9.95,9.28,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,GBPUSD,17:47:00,18:14:00,27,17,1,66.67%,61.54%,50.00%,59.40%,,,,,,,,,17.5,39.3,-156.7,-33.3,76.73,1.13,1.08,4.16,5.39,9.74,9.78,8.30,1.0,1.0,1.0,1.0
FALSE,2025-06-22,Long,GBPUSD,17:47:00,18:13:00,26,17,1,66.67%,60.00%,51.55%,59.41%,,,,,,,,,10.0,19.6,-168.1,-46.2,76.73,-2.32,0.11,0.39,5.08,9.62,9.90,8.20,1.0,1.0,1.0,1.0
FALSE,2025-06-22,Long,EURJPY,17:47:00,18:14:00,27,17,1,61.90%,61.54%,54.65%,59.36%,,,,,,,,,72.6,53.7,195.1,107.1,76.68,20.2,5.7,21.87,7.06,14.61,16.82,12.83,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:47:00,17:58:00,11,17,0,66.67%,58.46%,52.71%,59.28%,,,,,,,,,14.9,64.6,272.5,117.3,76.57,18.78,6.61,10.33,6.79,8.13,10.26,8.39,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,GBPJPY,17:47:00,18:08:00,21,17,1,66.67%,60.00%,50.78%,59.15%,,,,,,,,,75.3,79.1,63.0,72.5,76.4,18.38,6.2,18.5,7.94,12.36,15.29,11.86,0.9,0.9,0.9,0.9
