選択,基準日,方向,銘柄,エントリー時刻,クローズ時刻,保有時間,開始時,跨ぎフラグ,勝率_30日,勝率_90日,勝率_365日,勝率_平均,勝率重視ポイント,利益効率ポイント,時間効率ポイント,最大利益ポイント,勝率重視ポイントUS,利益効率ポイントUS,時間効率ポイントUS,最大利益ポイントUS,合計変動pips_30日,合計変動pips_90日,合計変動pips_365日,合計変動pips_平均,勝率重視スコア,利益効率スコア,時間効率スコア,最大利益スコア,変動値σ_pips_30日,変動値σ_pips_90日,変動値σ_pips_365日,変動値σ_pips_平均,平均スプレッドpips_30日,平均スプレッドpips_90日,平均スプレッドpips_365日,平均スプレッドpips_平均
FALSE,2025-06-22,Long,EURUSD,17:33:00,17:58:00,25,17,0,66.67%,61.54%,53.10%,60.44%,,,,,,,,,21.2,174.4,212.5,136.0,78.06,27.31,8.16,29,8.01,9.52,7.67,8.40,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:33:00,17:57:00,24,17,0,66.67%,63.08%,51.55%,60.43%,,,,,,,,,30.7,158.1,19.3,69.4,78.06,14.92,5.12,17.46,8.00,12.33,15.29,11.87,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:33:00,17:56:00,23,17,0,61.90%,66.15%,52.33%,60.13%,,,,,,,,,14.9,133.4,-15.5,44.3,77.67,10.56,3.63,11.88,7.11,11.92,14.78,11.27,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:33:00,18:03:00,30,17,1,66.67%,61.54%,51.94%,60.05%,,,,,,,,,56.6,120.6,8.0,61.7,77.56,15.25,4.65,19.85,8.53,13.33,16.56,12.81,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:33:00,18:02:00,29,17,1,66.67%,64.62%,48.84%,60.04%,,,,,,,,,73.1,101.4,-246.4,-24.0,77.55,9.76,3.64,15,10.55,13.96,20.21,14.91,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,17:33:00,17:58:00,25,17,0,66.67%,61.54%,51.16%,59.79%,,,,,,,,,33.1,195.0,173.9,134.0,77.23,21.44,6.51,23.13,7.88,12.24,15.18,11.77,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:33:00,17:43:00,10,17,0,66.67%,58.46%,53.88%,59.67%,,,,,,,,,15.3,72.9,91.3,59.8,77.07,17.65,9.95,14.14,5.30,7.59,5.07,5.98,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,17:33:00,18:00:00,27,17,1,61.90%,63.08%,53.49%,59.49%,,,,,,,,,3.4,117.0,151.2,90.5,76.84,17.67,4.32,16.6,8.15,8.97,7.69,8.27,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,CHFJPY,17:33:00,18:03:00,30,17,1,61.90%,64.62%,51.94%,59.49%,,,,,,,,,69.1,142.1,-71.5,46.6,76.84,12.88,5,21.34,11.90,14.64,14.51,13.68,0.8,0.8,0.8,0.8
FALSE,2025-06-22,Long,EURUSD,17:33:00,18:03:00,30,17,1,61.90%,63.08%,52.71%,59.23%,,,,,,,,,23.6,132.7,196.6,117.6,76.51,22.44,5.92,25.23,8.17,9.79,8.40,8.79,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,17:33:00,17:45:00,12,17,0,61.90%,58.46%,56.59%,58.99%,,,,,,,,,27.0,73.9,112.8,71.2,76.19,22.92,10.74,18.32,5.15,7.12,5.07,5.78,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:34:00,18:02:00,28,17,1,71.43%,66.15%,55.81%,64.47%,,,,,,,,,54.8,93.9,176.6,108.4,83.27,18.21,5.17,20.59,8.50,11.72,15.81,12.01,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:34:00,18:00:00,26,17,1,71.43%,66.15%,55.43%,64.34%,,,,,,,,,25.0,95.7,268.2,129.6,83.1,17.04,4.42,16.34,8.49,10.95,14.76,11.40,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,EURJPY,17:34:00,18:01:00,27,17,1,71.43%,64.62%,53.49%,63.18%,,,,,,,,,40.8,76.4,141.8,86.3,81.61,14.41,4.17,16.01,8.55,11.47,15.48,11.83,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:34:00,18:03:00,29,17,1,71.43%,63.08%,53.10%,62.54%,,,,,,,,,49.7,82.9,113.6,82.1,80.78,15.35,4.3,17.72,8.28,12.03,15.69,12.00,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:34:00,18:02:00,28,17,1,71.43%,64.62%,50.39%,62.14%,,,,,,,,,70.6,95.7,-111.2,18.4,80.27,11.6,4.08,16.24,10.75,13.55,19.36,14.55,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURUSD,17:34:00,17:59:00,25,17,0,66.67%,66.15%,53.49%,62.10%,,,,,,,,,6.4,104.5,138.5,83.1,80.22,17.49,4.47,15.9,7.66,8.51,7.17,7.78,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:34:00,17:58:00,24,17,0,66.67%,64.62%,53.88%,61.72%,,,,,,,,,26.2,157.3,279.5,154.3,79.72,22.19,6.15,21,8.05,10.80,14.42,11.09,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:34:00,17:57:00,23,17,0,66.67%,66.15%,52.33%,61.72%,,,,,,,,,23.8,120.4,124.9,89.7,79.72,15.31,4.69,15.33,8.06,10.77,14.57,11.13,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:34:00,17:56:00,22,17,0,61.90%,66.15%,54.26%,60.77%,,,,,,,,,8.0,95.7,90.1,64.6,78.5,10.62,3.12,9.75,7.06,10.42,14.14,10.54,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:34:00,17:56:00,22,17,0,66.67%,60.00%,54.65%,60.44%,,,,,,,,,15.3,128.9,182.7,109.0,78.07,22.31,7.04,22.01,7.23,9.41,7.25,7.96,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,17:34:00,17:51:00,17,17,0,61.90%,63.08%,56.20%,60.39%,,,,,,,,,15.1,168.5,210.6,131.4,78.01,27.85,10.95,26.46,5.22,9.90,6.85,7.32,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:34:00,18:04:00,30,17,1,66.67%,61.54%,52.71%,60.31%,,,,,,,,,54.3,93.4,119.9,89.2,77.9,16.78,4.57,19.5,8.14,12.38,16.14,12.22,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:34:00,17:55:00,21,17,0,61.90%,61.54%,55.43%,59.62%,,,,,,,,,14.9,130.8,187.1,110.9,77.02,23.62,7.41,22.13,6.37,9.11,6.93,7.47,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURUSD,17:34:00,17:53:00,19,17,0,61.90%,60.00%,55.04%,58.98%,,,,,,,,,13.5,127.4,179.4,106.8,76.19,23.54,7.84,21.18,5.76,8.87,6.73,7.12,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Short,USDJPY,17:34:00,17:52:00,18,17,0,61.90%,58.46%,56.59%,58.99%,,,,,,,,,2.1,96.7,403.1,167.3,76.19,20.57,5.95,15.23,5.75,10.07,11.26,9.03,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,EURJPY,17:35:00,18:02:00,27,17,1,76.19%,64.62%,56.59%,65.80%,,,,,,,,,50.1,108.5,250.4,136.3,84.99,19.74,5.7,21.87,8.96,11.86,15.68,12.16,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:35:00,18:03:00,28,17,1,76.19%,64.62%,55.43%,65.41%,,,,,,,,,45.0,97.5,187.4,110.0,84.49,17,4.77,19,8.60,12.15,15.47,12.07,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:35:00,18:04:00,29,17,1,76.19%,61.54%,55.04%,64.26%,,,,,,,,,49.6,108.0,193.7,117.1,83,18.37,5.04,20.78,8.42,12.40,15.99,12.27,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:35:00,18:05:00,30,17,1,76.19%,61.54%,54.26%,64.00%,,,,,,,,,62.1,113.9,177.5,117.8,82.67,20.38,5.5,23.46,8.30,12.21,16.40,12.30,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:35:00,18:01:00,26,17,1,71.43%,64.62%,55.81%,63.95%,,,,,,,,,36.1,91.0,215.6,114.2,82.61,16.22,4.68,17.29,8.86,11.58,15.34,11.93,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:35:00,17:57:00,22,17,0,66.67%,66.15%,54.26%,62.36%,,,,,,,,,19.1,135.0,198.7,117.6,80.55,17.04,5.31,16.61,8.33,11.18,14.44,11.32,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:35:00,17:52:00,17,17,0,66.67%,63.08%,55.04%,61.59%,,,,,,,,,21.6,153.7,177.6,117.6,79.56,26.92,10.8,26.09,5.52,9.33,6.83,7.22,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:35:00,18:00:00,25,17,1,66.67%,61.54%,55.43%,61.21%,,,,,,,,,20.3,110.3,342.0,157.5,79.07,18.94,4.96,17.62,8.75,11.19,14.73,11.55,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,GBPJPY,17:35:00,18:02:00,27,17,1,66.67%,63.08%,53.49%,61.08%,,,,,,,,,65.3,120.4,44.8,76.8,78.89,15.31,4.95,18.98,10.85,13.38,18.98,14.41,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURUSD,17:35:00,17:51:00,16,17,0,66.67%,61.54%,54.65%,60.95%,,,,,,,,,19.6,167.6,182.1,123.1,78.73,26.82,11.86,26.98,5.27,10.16,6.95,7.46,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:35:00,17:58:00,23,17,0,66.67%,61.54%,53.10%,60.44%,,,,,,,,,21.5,171.9,353.3,182.2,78.06,24.06,6.81,22.28,8.27,11.05,14.31,11.21,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:35:00,18:03:00,28,17,1,66.67%,63.08%,51.55%,60.43%,,,,,,,,,59.2,86.9,-104.7,13.8,78.06,9.92,3.47,13.8,10.59,13.44,18.88,14.30,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURUSD,17:35:00,18:03:00,28,17,1,66.67%,61.54%,52.71%,60.31%,,,,,,,,,18.3,85.0,127.3,76.9,77.9,15.74,4.34,17.26,8.05,9.14,8.14,8.44,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,CHFJPY,17:35:00,18:04:00,29,17,1,66.67%,60.00%,53.10%,59.92%,,,,,,,,,49.5,90.2,41.2,60.3,77.4,10.51,3.92,16.17,13.02,15.19,14.37,14.19,0.8,0.8,0.8,0.8
FALSE,2025-06-22,Short,USDJPY,17:35:00,17:52:00,17,17,0,66.67%,56.92%,55.04%,59.54%,,,,,,,,,11.7,83.3,295.1,130.0,76.91,18.5,5.99,14.47,6.00,9.86,10.96,8.94,0.2,0.2,0.2,0.2
FALSE,2025-06-22,Long,EURJPY,17:36:00,18:04:00,28,17,1,76.19%,63.08%,56.59%,65.29%,,,,,,,,,44.8,81.8,242.4,123.0,84.33,16.68,4.72,18.79,8.86,12.70,16.03,12.53,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:36:00,18:02:00,26,17,1,71.43%,61.54%,58.53%,63.83%,,,,,,,,,45.3,82.3,299.1,142.2,82.45,18.38,5.38,19.88,9.08,11.97,15.66,12.24,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:36:00,18:01:00,25,17,1,71.43%,63.08%,55.81%,63.44%,,,,,,,,,31.3,64.8,264.3,120.1,81.95,15.09,4.3,15.3,8.75,11.44,15.27,11.82,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:36:00,18:03:00,27,17,1,71.43%,61.54%,56.59%,63.19%,,,,,,,,,40.2,71.3,236.1,115.9,81.62,15.42,4.43,17.01,9.02,12.36,15.51,12.30,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:36:00,18:05:00,29,17,1,71.43%,60.00%,56.20%,62.54%,,,,,,,,,57.3,87.7,226.2,123.7,80.79,18.57,5.21,21.47,8.78,12.31,16.39,12.49,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:36:00,17:52:00,16,17,0,71.43%,61.54%,52.33%,61.76%,,,,,,,,,16.8,148.2,165.1,110.0,79.78,26.15,10.44,23.75,4.48,8.93,6.74,6.72,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:36:00,18:06:00,30,17,1,66.67%,63.08%,55.43%,61.72%,,,,,,,,,67.7,95.9,198.7,120.8,79.73,20.45,5.55,23.69,8.28,12.31,16.79,12.46,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:36:00,17:57:00,21,17,0,66.67%,63.08%,54.65%,61.46%,,,,,,,,,14.3,108.8,247.4,123.5,79.39,16.1,4.9,14.62,8.28,10.92,14.07,11.09,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:36:00,17:58:00,22,17,0,66.67%,61.54%,55.81%,61.34%,,,,,,,,,16.7,145.7,402.0,188.1,79.23,23.21,6.49,20.29,7.93,10.88,14.04,10.95,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:36:00,18:00:00,24,17,1,66.67%,60.00%,56.20%,60.96%,,,,,,,,,15.5,84.1,390.7,163.4,78.74,17.95,4.58,15.63,8.43,11.07,14.51,11.33,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,EURUSD,17:36:00,18:03:00,27,17,1,66.67%,63.08%,52.71%,60.82%,,,,,,,,,13.5,79.5,114.8,69.3,78.56,14.58,3.89,14.92,7.30,8.65,8.00,7.98,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:36:00,17:59:00,23,17,0,61.90%,61.54%,57.75%,60.40%,,,,,,,,,9.3,91.9,377.7,159.6,78.02,17.7,4.48,14.64,8.14,10.64,14.15,10.98,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:36:00,18:02:00,26,17,1,61.90%,63.08%,52.33%,59.10%,,,,,,,,,47.9,109.1,114.8,90.6,76.34,13.38,4.4,16.27,11.98,13.40,18.94,14.77,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,17:37:00,18:01:00,24,17,1,76.19%,64.62%,59.30%,66.70%,,,,,,,,,31.5,52.2,288.8,124.2,86.16,15.17,4.37,14.91,8.77,11.07,14.94,11.59,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:37:00,18:02:00,25,17,1,76.19%,63.08%,58.14%,65.80%,,,,,,,,,45.5,69.7,323.6,146.3,85,18.35,5.48,19.49,9.26,11.63,15.38,12.09,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:37:00,18:04:00,27,17,1,76.19%,61.54%,55.04%,64.26%,,,,,,,,,45.0,69.2,266.9,127.0,83,16.42,4.79,18.4,9.37,12.29,15.78,12.48,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:37:00,18:06:00,29,17,1,76.19%,63.08%,51.94%,63.74%,,,,,,,,,64.9,76.6,-73.7,22.6,82.33,10.61,3.57,14.7,10.78,13.56,19.99,14.78,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,17:37:00,18:03:00,26,17,1,71.43%,60.00%,57.75%,63.06%,,,,,,,,,40.4,58.7,260.6,119.9,81.45,15.26,4.5,16.62,9.44,11.99,15.23,12.22,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:37:00,18:05:00,28,17,1,71.43%,60.00%,54.26%,61.90%,,,,,,,,,57.5,75.1,250.7,127.8,79.95,18.02,5.3,21.08,9.34,12.14,16.21,12.56,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:37:00,17:59:00,22,17,0,66.67%,61.54%,57.36%,61.86%,,,,,,,,,9.5,79.3,402.2,163.7,79.9,17.96,4.56,14.25,8.29,10.22,13.82,10.78,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:37:00,18:07:00,30,17,1,71.43%,63.08%,50.39%,61.63%,,,,,,,,,31.7,87.3,120.8,79.9,79.61,17.34,4.93,21.02,7.81,9.18,8.71,8.57,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:37:00,18:00:00,23,17,1,66.67%,60.00%,57.36%,61.34%,,,,,,,,,15.7,71.5,415.2,167.5,79.24,18.21,4.66,15.24,8.44,10.67,14.16,11.09,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,EURJPY,17:37:00,17:58:00,21,17,0,66.67%,60.00%,56.98%,61.21%,,,,,,,,,16.9,133.1,426.5,192.2,79.07,23.75,6.66,19.9,8.16,10.36,13.65,10.72,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:37:00,18:06:00,29,17,1,66.67%,61.54%,55.04%,61.08%,,,,,,,,,67.9,83.3,223.2,124.8,78.9,19.68,5.65,23.3,8.84,12.30,16.57,12.57,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:37:00,17:57:00,20,17,0,66.67%,58.46%,55.04%,60.06%,,,,,,,,,14.5,96.2,271.9,127.5,77.57,16.36,5,14.23,8.56,10.46,13.67,10.90,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:37:00,18:05:00,28,17,1,66.67%,61.54%,51.94%,60.05%,,,,,,,,,25.3,70.2,111.4,69.0,77.56,14.76,4.35,17.32,7.81,8.80,8.85,8.49,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,GBPJPY,17:37:00,18:05:00,28,17,1,66.67%,60.00%,51.55%,59.41%,,,,,,,,,60.0,80.1,-29.9,36.7,76.73,10.85,3.68,14.67,11.31,13.02,19.57,14.63,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,17:37:00,18:07:00,30,17,1,66.67%,56.92%,53.88%,59.16%,,,,,,,,,81.9,105.8,285.9,157.9,76.41,22.79,6.74,28.76,10.02,12.84,16.60,13.15,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:37:00,17:56:00,19,17,0,61.90%,60.00%,55.43%,59.11%,,,,,,,,,-1.3,71.5,237.1,102.4,76.35,11.53,3.2,8.65,7.31,10.14,13.33,10.26,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:38:00,17:57:00,19,17,0,71.43%,64.62%,56.20%,64.08%,,,,,,,,,17.0,72.1,197.4,95.5,82.77,13.42,4.39,11.85,8.37,9.98,13.47,10.61,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:38:00,18:06:00,28,17,1,71.43%,64.62%,55.81%,63.95%,,,,,,,,,70.4,59.2,148.7,92.8,82.61,16.91,5.26,20.92,8.95,12.11,16.37,12.48,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:38:00,18:02:00,24,17,1,76.19%,60.00%,54.26%,63.48%,,,,,,,,,48.0,45.6,249.1,114.2,82,15.53,5.02,17.11,9.29,11.30,15.19,11.93,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:38:00,17:58:00,20,17,0,71.43%,63.08%,55.43%,63.31%,,,,,,,,,19.4,109.0,352.0,160.1,81.78,20.78,6.16,17.52,8.10,10.02,13.55,10.56,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:38:00,18:06:00,28,17,1,71.43%,66.15%,52.33%,63.30%,,,,,,,,,69.0,96.6,-97.7,22.6,81.77,11.38,4.07,16.21,11.29,13.48,19.82,14.87,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,17:38:00,18:03:00,25,17,1,71.43%,58.46%,54.65%,61.51%,,,,,,,,,42.9,34.6,186.1,87.9,79.46,12.41,4.01,14.24,9.45,11.68,15.08,12.07,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:38:00,18:07:00,29,17,1,71.43%,61.54%,50.78%,61.25%,,,,,,,,,31.8,53.1,63.1,49.3,79.11,12.43,3.96,16.34,7.66,9.27,8.58,8.50,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:38:00,17:59:00,21,17,0,66.67%,61.54%,55.43%,61.21%,,,,,,,,,12.0,55.2,327.7,131.6,79.07,14.86,3.98,11.87,8.24,9.84,13.73,10.60,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:38:00,18:04:00,26,17,1,71.43%,58.46%,51.55%,60.48%,,,,,,,,,47.5,45.1,192.4,95.0,78.12,13.65,4.34,16.03,9.43,12.01,15.62,12.35,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:38:00,18:08:00,30,17,1,71.43%,60.00%,49.22%,60.22%,,,,,,,,,30.4,32.7,54.2,39.1,77.78,10.44,3.21,13.7,7.24,9.48,8.58,8.44,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,CHFJPY,17:38:00,18:08:00,30,17,1,66.67%,60.00%,53.10%,59.92%,,,,,,,,,49.4,104.0,130.5,94.6,77.4,13.69,4.31,18.38,13.36,14.20,14.15,13.90,0.8,0.8,0.8,0.8
FALSE,2025-06-22,Long,EURJPY,17:38:00,18:00:00,22,17,1,66.67%,58.46%,53.88%,59.67%,,,,,,,,,18.2,47.4,340.7,135.4,77.07,15.15,4.11,12.86,8.51,10.44,13.98,10.98,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,EURJPY,17:38:00,18:07:00,29,17,1,66.67%,58.46%,53.10%,59.41%,,,,,,,,,84.4,81.7,211.4,125.8,76.74,19.96,6.4,26.38,10.13,12.96,16.42,13.17,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURUSD,17:38:00,18:03:00,25,17,1,66.67%,58.46%,52.33%,59.15%,,,,,,,,,8.5,9.7,29.5,15.9,76.41,4.17,1.26,4.46,6.92,8.26,7.75,7.64,0.3,0.3,0.3,0.3
FALSE,2025-06-22,Long,EURJPY,17:38:00,18:01:00,23,17,1,66.67%,56.92%,53.88%,59.16%,,,,,,,,,34.0,28.1,214.3,92.1,76.41,12.11,3.83,12.53,8.89,10.93,14.79,11.54,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:38:00,18:02:00,24,17,1,61.90%,63.08%,52.33%,59.10%,,,,,,,,,65.5,143.9,187.7,132.4,76.34,18.47,6.57,22.41,12.63,13.21,18.57,14.80,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,17:39:00,18:02:00,23,17,1,71.43%,61.54%,57.75%,63.57%,,,,,,,,,38.3,30.6,243.8,104.2,82.12,13.58,4.3,14.05,8.75,11.76,14.68,11.73,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:39:00,18:01:00,22,17,1,71.43%,61.54%,54.65%,62.54%,,,,,,,,,24.3,13.1,209.0,82.1,80.78,10.04,3.03,9.46,8.35,11.32,14.13,11.27,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:39:00,17:57:00,18,17,0,66.67%,63.08%,54.65%,61.46%,,,,,,,,,7.3,57.1,192.1,85.5,79.39,11,3.43,8.78,7.95,10.42,12.53,10.30,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:39:00,18:03:00,24,17,1,66.67%,58.46%,56.20%,60.44%,,,,,,,,,33.2,19.6,180.8,77.9,78.07,10.47,3.28,11.18,8.92,11.94,14.53,11.80,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:39:00,18:05:00,26,17,1,66.67%,60.00%,54.26%,60.31%,,,,,,,,,50.3,36.0,170.9,85.7,77.9,13.45,4.23,15.64,8.84,12.11,15.55,12.17,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:39:00,18:06:00,27,17,1,66.67%,60.00%,53.88%,60.18%,,,,,,,,,60.7,44.2,143.4,82.8,77.74,15.17,4.65,17.85,8.36,12.45,15.85,12.22,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:39:00,17:58:00,19,17,0,61.90%,63.08%,55.43%,60.14%,,,,,,,,,9.7,94.0,346.7,150.1,77.68,18.5,5.35,14.45,7.72,10.46,12.65,10.28,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:39:00,18:08:00,29,17,1,66.67%,56.92%,55.81%,59.80%,,,,,,,,,69.6,69.9,170.6,103.4,77.25,17.66,5.3,21.86,9.09,12.75,16.16,12.67,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:39:00,18:00:00,21,17,1,61.90%,61.54%,55.04%,59.49%,,,,,,,,,8.5,32.4,335.4,125.4,76.85,13.07,3.28,9.79,8.08,10.85,13.17,10.70,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,GBPJPY,17:39:00,18:06:00,27,17,1,66.67%,61.54%,49.61%,59.27%,,,,,,,,,54.0,29.3,-187.8,-34.8,76.56,4.6,2.2,8.44,10.51,13.45,18.85,14.27,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,17:39:00,18:04:00,25,17,1,66.67%,56.92%,53.88%,59.16%,,,,,,,,,37.8,30.1,187.1,85.0,76.41,11.75,3.65,12.96,8.88,12.29,15.11,12.09,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:40:00,17:58:00,18,17,0,66.67%,66.15%,55.81%,62.88%,,,,,,,,,8.4,101.0,428.4,179.3,81.22,21.71,6.25,16,7.23,10.05,12.42,9.90,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:40:00,18:00:00,20,17,1,66.67%,63.08%,58.14%,62.63%,,,,,,,,,7.2,39.4,417.1,154.6,80.9,15.88,3.99,11.34,7.39,10.75,12.95,10.36,0.5,0.5,0.5,0.5
FALSE,2025-06-22,Long,EURJPY,17:40:00,17:57:00,17,17,0,66.67%,64.62%,55.43%,62.24%,,,,,,,,,6.0,64.1,273.8,114.6,80.39,14.07,4.27,10.33,7.46,10.11,12.15,9.91,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:40:00,18:02:00,22,17,1,66.67%,60.00%,57.75%,61.47%,,,,,,,,,37.0,37.6,325.5,133.4,79.4,16.39,4.99,15.6,8.08,11.72,14.47,11.42,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,GBPJPY,17:40:00,18:04:00,24,17,1,71.43%,61.54%,51.16%,61.38%,,,,,,,,,45.1,42.4,13.5,33.7,79.28,8.47,3.07,10.46,10.11,12.63,17.34,13.36,0.9,0.9,0.9,0.9
FALSE,2025-06-22,Long,EURJPY,17:40:00,18:03:00,23,17,1,66.67%,60.00%,56.20%,60.96%,,,,,,,,,31.9,26.6,262.5,107.0,78.74,13.36,3.89,12.73,8.04,11.78,14.28,11.37,0.4,0.4,0.4,0.4
FALSE,2025-06-22,Long,EURJPY,17:40:00,18:01:00,21,17,1,66.67%,60.00%,55.81%,60.83%,,,,,,,,,23.0,20.1,290.7,111.3,78.57,12.87,3.69,11.01,7.60,11.47,13.81,10.96,0.4,0.4,0.4,0.4
